"","GEOID","NAME","variable","estimate","moe","geoid_int","sf_tag","area","intersection_area","coverage","pre_screened","dac","Utility"
"23","14168","ZCTA5 14168","S1901_C01_012",NA,NA,14168,FALSE,101431.81207748,101252.676027971,0.998233926360577,FALSE,TRUE,"NYSEG"
"24","12416","ZCTA5 12416","S1901_C01_012",25800,12333,12416,FALSE,13158604.3572097,11749412.2128347,0.892907172666614,FALSE,FALSE,"NYSEG"
"25","12438","ZCTA5 12438","S1901_C01_012",NA,NA,12438,FALSE,1265328.65687329,1265328.65687012,0.999999999997496,FALSE,FALSE,"NYSEG"
"26","12832","ZCTA5 12832","S1901_C01_012",45423,2843,12832,FALSE,209473594.783286,180381265.27169,0.861116960628406,FALSE,FALSE,"NYSEG"
"27","14881","ZCTA5 14881","S1901_C01_012",117885,30335,14881,FALSE,3170535.41440557,3170535.414403,0.99999999999919,FALSE,FALSE,"NYSEG"
"28","14901","ZCTA5 14901","S1901_C01_012",30375,2683,14901,FALSE,98692945.4258778,98692301.7089477,0.999993477579099,TRUE,TRUE,"NYSEG"
"29","13045","ZCTA5 13045","S1901_C01_012",52726,2492,13045,FALSE,276317848.888833,50496518.5901547,0.182747943331269,FALSE,TRUE,"NYSEG"
"30","13062","ZCTA5 13062","S1901_C01_012",NA,NA,13062,FALSE,427764.771315051,427764.771324661,1.00000000002247,FALSE,FALSE,"NYSEG"
"31","12742","ZCTA5 12742","S1901_C01_012",31167,29528,12742,FALSE,5582573.15789758,5582573.15788976,0.999999999998601,FALSE,TRUE,"NYSEG"
"32","12751","ZCTA5 12751","S1901_C01_012",50185,14331,12751,FALSE,10072993.7352306,10072993.7352255,0.9999999999995,FALSE,TRUE,"NYSEG"
"33","13421","ZCTA5 13421","S1901_C01_012",53179,6328,13421,FALSE,108814180.111933,5710657.37666987,0.0524808197864977,FALSE,TRUE,"NYSEG"
"34","13117","ZCTA5 13117","S1901_C01_012",55000,16052,13117,FALSE,2110417.44368902,2110417.44368506,0.999999999998126,FALSE,FALSE,"NYSEG"
"35","12975","ZCTA5 12975","S1901_C01_012",53563,12989,12975,FALSE,7381505.57279382,7381505.57277288,0.999999999997163,FALSE,TRUE,"NYSEG"
"36","12978","ZCTA5 12978","S1901_C01_012",NA,NA,12978,FALSE,6751873.98563003,6751873.98562745,0.999999999999619,FALSE,FALSE,"NYSEG"
"37","13021","ZCTA5 13021","S1901_C01_012",51709,3433,13021,FALSE,311356278.412016,296486687.731937,0.952242521795553,FALSE,TRUE,"NYSEG"
"38","13784","ZCTA5 13784","S1901_C01_012",43750,31374,13784,FALSE,1213592.80871095,1213592.80870666,0.999999999996464,FALSE,FALSE,"NYSEG"
"39","12455","ZCTA5 12455","S1901_C01_012",44550,9310,12455,FALSE,201203281.514267,201203281.514255,0.999999999999939,FALSE,FALSE,"NYSEG"
"40","12534","ZCTA5 12534","S1901_C01_012",48878,3849,12534,FALSE,228144111.675505,29315204.9080778,0.128494242927355,FALSE,TRUE,"NYSEG"
